,Confidence(0),Confidence(1)
0,0.33698523809523784,0.6630147619047623
1,0.5118595238095237,0.48814047619047624
2,0.5267642857142858,0.47323571428571426
3,0.32275,0.6772500000000001
4,0.4825,0.5175
5,0.09949931370434804,0.9005006862956519
6,0.0539908091908092,0.9460091908091907
7,0.4310714285714286,0.5689285714285713
8,0.5366666666666666,0.4633333333333334
9,0.21906706349206345,0.7809329365079364
10,0.04656908613402421,0.9534309138659757
11,0.5492166666666667,0.45078333333333337
12,0.625,0.375
13,0.19492658730158735,0.8050734126984128
14,0.1935956349206349,0.8064043650793651
15,0.5191412698412697,0.48085873015873015
16,0.43179523809523807,0.5682047619047618
17,0.51,0.49
18,0.40606666666666663,0.5939333333333334
19,0.5474373015873014,0.45256269841269847
20,0.3582965007215006,0.6417034992784992
21,0.6331946551900115,0.3668053448099886
22,0.34557738095238094,0.6544226190476189
23,0.568,0.432
24,0.43493968253968224,0.5650603174603176
25,0.41296491228070176,0.5870350877192982
26,0.5129095238095238,0.48709047619047624
27,0.447,0.553
28,0.39283333333333337,0.6071666666666666
29,0.2908678571428571,0.7091321428571425
30,0.4150614177489176,0.5849385822510823
31,0.41593015873015865,0.5840698412698414
32,0.4814166666666666,0.5185833333333333
33,0.3930438977688978,0.6069561022311022
34,0.2985400793650794,0.7014599206349207
35,0.3906857142857144,0.6093142857142857
36,0.4265674603174603,0.5734325396825396
37,0.6034027056277055,0.3965972943722944
38,0.5215,0.4784999999999999
39,0.4287416666666667,0.5712583333333333
40,0.8744666666666668,0.12553333333333336
41,0.34256240981240965,0.65743759018759
42,0.440375,0.5596250000000002
43,0.4451869047619048,0.5548130952380953
44,0.2034,0.7966
45,0.3869841060985799,0.6130158939014202
46,0.4653333333333333,0.5346666666666667
47,0.3055190476190476,0.6944809523809524
48,0.49456666666666665,0.5054333333333333
49,0.4982333333333333,0.5017666666666667
50,0.034977777777777774,0.9650222222222223
51,0.27199801587301586,0.7280019841269841
52,0.5111238095238095,0.4888761904761905
53,0.47508144191428303,0.5249185580857167
54,0.739,0.261
55,0.5464166666666668,0.45358333333333334
56,0.42722777777777765,0.5727722222222222
57,0.10589523809523811,0.8941047619047622
58,0.37106428571428574,0.6289357142857143
59,0.40223333333333333,0.5977666666666668
60,0.7426785714285714,0.25732142857142853
61,0.4388333333333333,0.5611666666666666
62,0.4430178571428572,0.5569821428571429
63,0.407,0.593
64,0.1465,0.8535
65,0.8501666666666666,0.14983333333333332
66,0.2546,0.7454000000000001
67,0.4510888888888887,0.5489111111111112
68,0.4024119047619048,0.5975880952380953
69,0.4971,0.5029
70,0.5777666666666667,0.4222333333333333
71,0.3154559523809523,0.6845440476190475
72,0.3400885620915027,0.6599114379084959
73,0.5791666666666667,0.4208333333333334
74,0.14565541871921184,0.8543445812807882
75,0.4216355397526448,0.5783644602473547
76,0.3605,0.6395
77,0.09949931370434804,0.9005006862956519
78,0.3743666666666667,0.6256333333333334
79,0.5127071428571426,0.48729285714285736
80,0.4620249290611507,0.5379750709388494
81,0.3238484126984126,0.6761515873015873
82,0.22374285714285708,0.7762571428571426
83,0.38988571428571417,0.6101142857142856
84,0.34363333333333346,0.656366666666667
85,0.4079166666666667,0.5920833333333334
86,0.34365,0.6563500000000001
87,0.08834794372294377,0.9116520562770565
88,0.7763492063492062,0.22365079365079363
89,0.4210833333333333,0.5789166666666666
90,0.42033333333333334,0.5796666666666667
91,0.7460583333333334,0.2539416666666667
92,0.3028277777777778,0.6971722222222221
93,0.48024166666666673,0.5197583333333332
94,0.2585,0.7415
95,0.053558838383838396,0.9464411616161615
96,0.45147857142857145,0.5485214285714286
97,0.5556666666666666,0.4443333333333333
98,0.32239444444444443,0.6776055555555556
99,0.4510888888888887,0.5489111111111112
100,0.4928857142857143,0.5071142857142856
101,0.44835952380952376,0.5516404761904762
102,0.4102047619047619,0.5897952380952382
103,0.3313440476190476,0.6686559523809524
104,0.7801690476190476,0.21983095238095243
105,0.3552047619047618,0.6447952380952381
106,0.3930438977688978,0.6069561022311022
107,0.35351825396825387,0.6464817460317461
108,0.3400885620915027,0.6599114379084959
109,0.417,0.583
110,0.29740000000000005,0.7026
111,0.4928857142857143,0.5071142857142856
112,0.4688333333333334,0.5311666666666667
113,0.49298095238095235,0.5070190476190476
114,0.5236464285714286,0.47635357142857143
115,0.6436666666666667,0.3563333333333334
116,0.42662261904761895,0.5733773809523809
117,0.2715190476190476,0.7284809523809523
118,0.38325,0.61675
119,0.5212206349206349,0.478779365079365
120,0.48086666666666666,0.5191333333333333
121,0.4639,0.5361
122,0.3841428571428571,0.6158571428571429
123,0.34008571428571427,0.6599142857142856
124,0.2814654761904761,0.718534523809524
125,0.5495,0.4505
126,0.372,0.628
127,0.3756380952380952,0.6243619047619047
128,0.2812916666666665,0.7187083333333333
129,0.49953373015872987,0.5004662698412701
130,0.16386031746031743,0.8361396825396828
131,0.34256240981240965,0.65743759018759
132,0.21261666666666668,0.7873833333333333
133,0.2703333333333333,0.7296666666666666
134,0.4106666666666667,0.5893333333333333
135,0.3601,0.6399
136,0.11827398712398707,0.8817260128760125
137,0.514103431372549,0.4858965686274509
138,0.4955833333333334,0.5044166666666666
139,0.45959999999999995,0.5404
140,0.6353333333333332,0.36466666666666664
141,0.604,0.396
142,0.15651666666666667,0.8434833333333334
143,0.37026904761904755,0.6297309523809524
144,0.39614285714285713,0.6038571428571429
145,0.04656908613402421,0.9534309138659757
146,0.8271823176823175,0.17281768231768233
147,0.6888690476190477,0.31113095238095234
148,0.8739380952380951,0.12606190476190474
149,0.46158333333333323,0.5384166666666667
150,0.444,0.556
151,0.4688333333333334,0.5311666666666667
152,0.9417142857142856,0.05828571428571429
153,0.11827398712398707,0.8817260128760125
154,0.4620249290611507,0.5379750709388494
155,0.2511361111111111,0.7488638888888889
156,0.6331946551900115,0.3668053448099886
157,0.6106481912824018,0.3893518087175982
158,0.3194345238095238,0.6805654761904761
159,0.3247527777777778,0.675247222222222
160,0.23169047619047622,0.7683095238095238
161,0.04656908613402421,0.9534309138659757
162,0.3869841060985799,0.6130158939014202
163,0.37481666666666674,0.6251833333333334
164,0.38390952380952387,0.6160904761904761
165,0.4620249290611507,0.5379750709388494
166,0.2527337301587302,0.7472662698412698
167,0.6346666666666666,0.3653333333333333
168,0.435,0.565
169,0.32761190476190477,0.6723880952380954
170,0.5153000000000001,0.4846999999999999
171,0.48878333333333335,0.5112166666666667
172,0.2271,0.7729000000000001
173,0.43589999999999995,0.5641
174,0.42119999999999996,0.5788
175,0.26433402985902976,0.7356659701409699
176,0.3102371212121213,0.689762878787879
177,0.34337261904761884,0.6566273809523809
178,0.3549,0.6450999999999999
179,0.53115,0.46885000000000004
180,0.30693333333333334,0.6930666666666666
181,0.3289559523809522,0.6710440476190477
182,0.5451123015873015,0.4548876984126985
183,0.5876952380952382,0.4123047619047619
184,0.45558333333333334,0.5444166666666668
185,0.37591428571428553,0.6240857142857141
186,0.1659,0.8341000000000001
187,0.4620249290611507,0.5379750709388494
188,0.7197084776334778,0.2802915223665224
189,0.3665492063492065,0.6334507936507938
190,0.2610869047619048,0.7389130952380952
191,0.37168571428571445,0.628314285714286
192,0.6148690476190477,0.38513095238095246
193,0.10180634920634919,0.8981936507936508
194,0.4185,0.5815
195,0.16936666666666667,0.8306333333333333
196,0.3147333333333333,0.6852666666666667
197,0.5982333333333334,0.40176666666666666
198,0.6251893575722528,0.3748106424277477
199,0.4620249290611507,0.5379750709388494
200,0.3869841060985799,0.6130158939014202
201,0.306,0.694
202,0.4901619047619045,0.5098380952380954
203,0.5996666666666667,0.4003333333333334
204,0.6250833333333332,0.3749166666666666
205,0.4901619047619045,0.5098380952380954
206,0.621208741053962,0.3787912589460383
207,0.25365165945165946,0.7463483405483401
208,0.629,0.371
209,0.32843928571428566,0.6715607142857141
210,0.5052162698412697,0.4947837301587303
211,0.5000345238095236,0.49996547619047643
212,0.32617857142857143,0.6738214285714286
213,0.21937142857142855,0.7806285714285711
214,0.5016761904761905,0.49832380952380945
215,0.3400885620915027,0.6599114379084959
216,0.5663107864357864,0.4336892135642139
217,0.575,0.425
218,0.5358333333333333,0.46416666666666667
219,0.5792170634920636,0.42078293650793647
220,0.16161666666666666,0.8383833333333336
221,0.4581797619047619,0.5418202380952382
222,0.5000345238095236,0.49996547619047643
223,0.40591666666666665,0.5940833333333333
224,0.32735000000000003,0.67265
225,0.471,0.529
226,0.43,0.57
227,0.234,0.766
228,0.552327380952381,0.4476726190476191
229,0.35351825396825387,0.6464817460317461
230,0.2641,0.7359
231,0.15555,0.8444499999999999
232,0.5335190476190476,0.4664809523809524
233,0.461,0.539
234,0.4668357142857144,0.5331642857142856
235,0.44479166666666664,0.5552083333333333
236,0.35449761904761906,0.6455023809523809
237,0.21931666666666666,0.7806833333333334
238,0.2501110135478556,0.7498889864521436
239,0.46342182539682547,0.5365781746031746
240,0.33022023809523815,0.669779761904762
241,0.3231092352092352,0.6768907647907647
242,0.44117619047619044,0.5588238095238095
243,0.47305,0.52695
244,0.5274238095238094,0.4725761904761906
245,0.3600690476190478,0.6399309523809524
246,0.8408976399073923,0.15910236009260778
247,0.5829583333333332,0.4170416666666667
248,0.2866666666666667,0.7133333333333334
249,0.4721666666666667,0.5278333333333333
250,0.26224365079365075,0.737756349206349
251,0.46345000000000003,0.53655
252,0.44363333333333327,0.5563666666666667
253,0.33698523809523784,0.6630147619047623
254,0.43356666666666666,0.5664333333333333
255,0.2421761904761905,0.7578238095238095
256,0.6133333333333333,0.38666666666666666
257,0.35426666666666673,0.6457333333333334
258,0.4003611111111111,0.5996388888888889
259,0.44815357142857154,0.5518464285714286
260,0.47508144191428303,0.5249185580857167
261,0.47445357142857103,0.5255464285714292
262,0.45568809523809517,0.5443119047619046
263,0.25488354978354966,0.7451164502164506
264,0.4856166666666667,0.5143833333333333
265,0.09198253968253968,0.9080174603174601
266,0.2501110135478556,0.7498889864521436
267,0.19492658730158735,0.8050734126984128
268,0.2812047619047619,0.718795238095238
269,0.47514999999999974,0.5248500000000001
270,0.4520869047619048,0.5479130952380953
271,0.0539908091908092,0.9460091908091907
272,0.4203,0.5797000000000001
273,0.429,0.571
274,0.41519999999999996,0.5848000000000001
275,0.385,0.615
276,0.09554545454545454,0.9044545454545455
277,0.4620249290611507,0.5379750709388494
278,0.34256240981240965,0.65743759018759
279,0.5505595238095239,0.4494404761904762
280,0.499,0.501
281,0.5089714285714285,0.49102857142857154
282,0.4553380952380952,0.5446619047619047
283,0.5304071428571427,0.4695928571428571
284,0.2501110135478556,0.7498889864521436
285,0.4620249290611507,0.5379750709388494
286,0.236471275946276,0.7635287240537239
287,0.37355,0.6264500000000001
288,0.14784999999999998,0.85215
289,0.5272318181818182,0.47276818181818187
290,0.21906706349206345,0.7809329365079364
291,0.46994285714285716,0.5300571428571427
292,0.22417777777777773,0.7758222222222222
293,0.5768866765528957,0.42311332344710434
294,0.5253912698412698,0.4746087301587303
295,0.47109047619047606,0.5289095238095239
296,0.453,0.547
297,0.39139999999999997,0.6086
298,0.0933952380952381,0.9066047619047617
299,0.11346825396825394,0.8865317460317458
300,0.36626666666666663,0.6337333333333334
301,0.14565541871921184,0.8543445812807882
302,0.39210681818181803,0.6078931818181817
303,0.4435,0.5565
304,0.47474999999999995,0.52525
305,0.4858,0.5141999999999999
306,0.503,0.497
307,0.34256240981240965,0.65743759018759
308,0.628,0.372
309,0.06317500000000001,0.9368249999999999
310,0.38160000000000005,0.6184
311,0.4216355397526448,0.5783644602473547
312,0.47809301097453266,0.5219069890254674
313,0.0893117243867244,0.9106882756132757
314,0.59675,0.4032500000000001
315,0.4106666666666667,0.5893333333333333
316,0.26224365079365075,0.737756349206349
317,0.20916666666666664,0.7908333333333334
318,0.3800753968253966,0.6199246031746032
319,0.49989285714285725,0.5001071428571429
320,0.44903571428571426,0.5509642857142857
321,0.3054166666666666,0.6945833333333334
322,0.3193333333333333,0.6806666666666666
323,0.9689125942684766,0.031087405731523375
324,0.3114166666666667,0.6885833333333333
325,0.35193492063492055,0.6480650793650792
326,0.6438284313725491,0.356171568627451
327,0.27322777777777774,0.7267722222222222
328,0.5071523809523809,0.4928476190476191
329,0.276,0.724
330,0.8739380952380951,0.12606190476190474
331,0.17035793650793646,0.8296420634920637
332,0.7295555555555553,0.27044444444444427
333,0.49616071428571423,0.5038392857142858
334,0.4916083333333333,0.5083916666666667
335,0.2056813492063492,0.7943186507936507
336,0.4216355397526448,0.5783644602473547
337,0.2758833333333333,0.7241166666666666
338,0.5944920634920632,0.4055079365079367
339,0.35455000000000003,0.6454500000000001
340,0.34797857142857147,0.6520214285714285
341,0.3614023809523809,0.6385976190476191
342,0.48414603174603144,0.5158539682539687
343,0.39433333333333337,0.6056666666666668
344,0.04656908613402421,0.9534309138659757
345,0.1576322229971611,0.842367777002839
346,0.4620249290611507,0.5379750709388494
347,0.5354119047619048,0.46458809523809524
348,0.4109166666666667,0.5890833333333333
349,0.3360666666666666,0.6639333333333333
350,0.09949931370434804,0.9005006862956519
351,0.5167357142857143,0.4832642857142857
352,0.3509999999999999,0.6489999999999999
353,0.4278047619047619,0.5721952380952382
354,0.7872242063492066,0.21277579365079366
355,0.3805571428571428,0.6194428571428571
356,0.43160238095238096,0.5683976190476191
357,0.5519333333333334,0.44806666666666667
358,0.385,0.615
359,0.4935,0.5065
360,0.49953373015872987,0.5004662698412701
361,0.7270166666666666,0.27298333333333336
362,0.7869134920634917,0.21308650793650802
363,0.2864738095238095,0.7135261904761905
364,0.3869841060985799,0.6130158939014202
365,0.2765833333333333,0.7234166666666665
366,0.5877630952380952,0.4122369047619049
367,0.4620249290611507,0.5379750709388494
368,0.3006387085137088,0.6993612914862918
369,0.4620249290611507,0.5379750709388494
370,0.4131666666666666,0.5868333333333332
371,0.33308106060606035,0.6669189393939398
372,0.2986702380952381,0.7013297619047617
373,0.42376666666666657,0.5762333333333334
374,0.3523333333333334,0.6476666666666667
375,0.25365165945165946,0.7463483405483401
376,0.4943166666666667,0.5056833333333334
377,0.2834547619047619,0.7165452380952381
378,0.4826999999999999,0.5173000000000001
379,0.04087857142857143,0.9591214285714283
380,0.3522349206349205,0.6477650793650791
381,0.4733833333333333,0.5266166666666666
382,0.1422200118508942,0.8577799881491057
383,0.5133079365079366,0.4866920634920634
384,0.4769999999999999,0.523
385,0.72881626984127,0.2711837301587302
386,0.6429083333333333,0.35709166666666664
387,0.1943968253968254,0.8056031746031745
388,0.16855595238095242,0.8314440476190477
389,0.283,0.717
390,0.6331946551900115,0.3668053448099886
391,0.6081666666666667,0.39183333333333337
392,0.44246153846153846,0.5575384615384615
393,0.5087333333333334,0.49126666666666663
394,0.5451123015873015,0.4548876984126985
395,0.19492658730158735,0.8050734126984128
396,0.2549744338994338,0.745025566100566
397,0.22661666666666672,0.7733833333333333
398,0.7717018472906404,0.22829815270935963
399,0.32239444444444443,0.6776055555555556
400,0.35636904761904764,0.6436309523809524
401,0.4216355397526448,0.5783644602473547
402,0.20771507936507932,0.7922849206349201
403,0.23436666666666667,0.7656333333333333
404,0.237,0.763
405,0.47508144191428303,0.5249185580857167
406,0.3385666666666666,0.6614333333333332
407,0.5923904761904761,0.407609523809524
408,0.17129126984126983,0.82870873015873
409,0.7445154761904764,0.25548452380952386
410,0.13869722222222217,0.8613027777777775
411,0.5074142857142857,0.4925857142857143
412,0.3576666666666667,0.6423333333333334
413,0.7872242063492066,0.21277579365079366
414,0.42543333333333316,0.5745666666666666
415,0.425,0.575
416,0.4097651515151515,0.5902348484848485
417,0.3400885620915027,0.6599114379084959
418,0.479,0.521
419,0.253,0.747
420,0.1879777777777778,0.812022222222222
421,0.447217857142857,0.5527821428571432
422,0.4620249290611507,0.5379750709388494
423,0.4840928571428571,0.5159071428571427
424,0.4690404761904762,0.5309595238095239
425,0.8744666666666668,0.12553333333333336
426,0.5087,0.4913
427,0.827595238095238,0.1724047619047619
428,0.21967063492063493,0.780329365079365
429,0.3255166666666667,0.6744833333333333
430,0.7776001273882596,0.22239987261174068
431,0.799111616161616,0.20088838383838387
432,0.359175,0.640825
433,0.1576322229971611,0.842367777002839
434,0.5056666666666666,0.49433333333333335
435,0.6421,0.3579
436,0.365,0.635
437,0.5392333333333333,0.4607666666666667
438,0.3800753968253966,0.6199246031746032
439,0.5013452380952381,0.49865476190476193
440,0.6179333333333334,0.38206666666666667
441,0.5281333333333335,0.4718666666666666
442,0.3875119047619048,0.6124880952380952
443,0.34148333333333336,0.6585166666666666
444,0.72,0.28
445,0.5266000000000001,0.4734
446,0.17556666666666668,0.8244333333333332
447,0.49850000000000005,0.5015
448,0.440575,0.559425
449,0.27759964231674766,0.7224003576832526
450,0.3789666666666666,0.6210333333333333
451,0.3879214285714286,0.6120785714285716
452,0.40125000000000005,0.59875
453,0.24212023809523806,0.7578797619047618
454,0.23533095238095236,0.7646690476190475
455,0.30176904761904766,0.6982309523809525
456,0.45325000000000004,0.54675
457,0.46073095238095235,0.5392690476190476
458,0.5588333333333334,0.4411666666666667
459,0.528,0.472
460,0.49953373015872987,0.5004662698412701
461,0.23649761904761912,0.763502380952381
462,0.2555357142857143,0.7444642857142856
463,0.5094,0.49060000000000004
464,0.8137380952380951,0.1862619047619048
465,0.18669166666666673,0.8133083333333334
466,0.4199344516594515,0.5800655483405485
467,0.23648968253968256,0.7635103174603174
468,0.4620249290611507,0.5379750709388494
469,0.5451123015873015,0.4548876984126985
470,0.4620249290611507,0.5379750709388494
471,0.7078452380952381,0.2921547619047619
472,0.20481313131313142,0.7951868686868684
473,0.23870000000000002,0.7613
474,0.6506000000000001,0.3494
475,0.13168672438672446,0.868313275613276
476,0.3400885620915027,0.6599114379084959
477,0.4460531746031746,0.5539468253968255
478,0.3440190476190476,0.6559809523809527
479,0.3289559523809522,0.6710440476190477
480,0.59275,0.40725
481,0.44120000000000004,0.5588000000000001
482,0.27018571428571425,0.7298142857142856
483,0.44246153846153846,0.5575384615384615
484,0.5193666666666665,0.48063333333333336
485,0.48414603174603144,0.5158539682539687
486,0.7190833333333335,0.28091666666666676
487,0.5474373015873014,0.45256269841269847
488,0.4480333333333333,0.5519666666666667
489,0.5169333333333334,0.4830666666666667
490,0.33308106060606035,0.6669189393939398
491,0.12225,0.87775
492,0.2501110135478556,0.7498889864521436
493,0.04656908613402421,0.9534309138659757
494,0.19492658730158735,0.8050734126984128
495,0.673195238095238,0.3268047619047618
496,0.3127830086580086,0.6872169913419913
497,0.9417142857142856,0.05828571428571429
498,0.3373642857142856,0.6626357142857142
499,0.71225,0.28775
500,0.43785952380952375,0.5621404761904762
501,0.5053333333333334,0.49466666666666664
502,0.41525198412698405,0.5847480158730161
503,0.8739380952380951,0.12606190476190474
504,0.4943651515151515,0.5056348484848485
505,0.4677023809523809,0.532297619047619
506,0.47423333333333334,0.5257666666666666
507,0.4976333333333333,0.5023666666666666
508,0.4644857142857143,0.5355142857142857
509,0.41641201298701286,0.5835879870129872
510,0.47445357142857103,0.5255464285714292
511,0.6267166666666666,0.3732833333333333
512,0.5464079365079364,0.4535920634920637
513,0.35546785714285717,0.644532142857143
514,0.5372353174603174,0.4627646825396827
515,0.45189999999999997,0.5481
516,0.29453333333333337,0.7054666666666667
517,0.4046970418470418,0.5953029581529582
518,0.6084452380952382,0.39155476190476196
519,0.8623609983519972,0.13763900164800266
520,0.459,0.541
521,0.43493968253968224,0.5650603174603176
522,0.5305,0.4695
523,0.24439444444444441,0.7556055555555556
524,0.25941190476190484,0.7405880952380951
525,0.393,0.607
526,0.33698523809523784,0.6630147619047623
527,0.20601944444444448,0.7939805555555557
528,0.12138849206349211,0.8786115079365082
529,0.4583333333333333,0.5416666666666667
530,0.522347619047619,0.47765238095238116
531,0.5305130952380953,0.46948690476190474
532,0.2900694444444445,0.7099305555555555
533,0.5107690476190477,0.4892309523809522
534,0.24945000000000003,0.75055
535,0.32716666666666666,0.6728333333333334
536,0.485,0.515
537,0.21716666666666667,0.7828333333333334
538,0.23051666666666665,0.7694833333333334
539,0.4039333333333333,0.5960666666666667
540,0.4686444444444444,0.5313555555555555
541,0.43004469696969677,0.569955303030303
542,0.199,0.801
543,0.24212023809523806,0.7578797619047618
544,0.7883853174603174,0.21161468253968252
545,0.488,0.512
546,0.32239444444444443,0.6776055555555556
547,0.26511666666666667,0.7348833333333334
548,0.6426166666666667,0.35738333333333333
549,0.4186666666666667,0.5813333333333333
550,0.4079166666666667,0.5920833333333334
551,0.507,0.493
552,0.37106428571428574,0.6289357142857143
553,0.2671309523809524,0.7328690476190475
554,0.559810714285714,0.4401892857142859
555,0.445,0.555
556,0.247,0.753
557,0.3847,0.6153
558,0.2501110135478556,0.7498889864521436
559,0.3574047619047619,0.6425952380952382
560,0.4430178571428572,0.5569821428571429
561,0.23921666666666666,0.7607833333333333
562,0.8408976399073923,0.15910236009260778
563,0.4941666666666667,0.5058333333333334
564,0.6210642857142858,0.37893571428571426
565,0.5153000000000001,0.4846999999999999
566,0.23819557387057377,0.7618044261294259
567,0.2513333333333333,0.7486666666666667
568,0.6299690476190477,0.37003095238095235
569,0.38233174603174597,0.6176682539682541
570,0.17794444444444443,0.8220555555555557
571,0.5703194444444445,0.42968055555555557
572,0.4620249290611507,0.5379750709388494
573,0.38837236097236105,0.6116276390276391
574,0.33276666666666666,0.6672333333333333
575,0.32469404761904763,0.6753059523809524
576,0.3683400793650793,0.6316599206349206
577,0.35701666666666665,0.6429833333333332
578,0.30958452380952384,0.6904154761904763
579,0.5639833333333334,0.4360166666666667
580,0.236471275946276,0.7635287240537239
581,0.43093571428571426,0.5690642857142857
582,0.55425,0.44575
583,0.2938416666666667,0.7061583333333336
584,0.37825000000000003,0.62175
585,0.32131904761904767,0.6786809523809525
586,0.49925,0.50075
587,0.5673333333333332,0.4326666666666667
588,0.13991944444444443,0.8600805555555556
589,0.22163333333333327,0.7783666666666667
590,0.3728166666666667,0.6271833333333333
591,0.41862499999999997,0.581375
592,0.5451123015873015,0.4548876984126985
593,0.6926714285714285,0.3073285714285715
594,0.40500952380952376,0.5949904761904761
595,0.273,0.727
596,0.4620249290611507,0.5379750709388494
